"","title","date_posted","position","location","url","District","Archive_Date"
"302","GRHS Assistant Girls Basketball Coach","7/31/2025","Athletics/Activities/","Green River High School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"303","Custodian (Third Shift 10:30 pm to 6:00 am)","3/27/2025","Maintenance/Custodial/","Green River High School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"304","Custodial Grounds Caretaker","10/29/2024","Maintenance/Custodial/","Maintenance Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"305","Substitute Custodian","7/10/2025","Maintenance/Custodial/","Maintenance Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"306","Nutrition Services Floater","7/31/2025","Nutrition Services/","Lincoln Middle School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"307","Nutrition Services worker","8/11/2025","Nutrition Services/","Washington Elementary School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"308","Substitute Nutrition Services","7/10/2025","Nutrition Services/","Nutrition Services Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"309","Substitute Teacher","7/10/2025","Substitute/","Central Office","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"310","Substitute Teacher Aide","7/10/2025","Substitute/","Central Office","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"311","Special Education Paraprofessionals","8/8/2025","Support Staff/","Lincoln Middle School","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"312","Substitute Mechanic","7/10/2025","Transportation","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"313","Bus Aide","7/31/2025","Transportation/","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"314","Substitute Bus Aide","7/10/2025","Transportation/","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"315","Substitute Bus Driver","7/10/2025","Transportation/","Transportation Department","https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1","Sweetwater County School District 2",2025-09-19
"316","ATHLETIC TRAINER","7/15/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"317","High School Head Softball Coach","8/7/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"318","High School Assistant Nordic Skiing Coach","8/22/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"319","High School Assistant Speech and Debate Coach","4/25/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"320","High School Assistant Alpine Skiing Coach","5/20/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"321","High School Assistant Girls Basketball Coach","6/3/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"322","Middle School Assistant Track Coach","6/10/2025","Athletics/Activities/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"323","Elementary Dual Immersion Teacher, 3rd Grade-Spanish Instruction","2/14/2025","Elementary School Teaching/","Munger Mountain Elementary","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"324","After School Program Teacher, Alta Elementary","6/16/2025","Extra Duty","Alta Elementary School","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"325","Substitute Custodians","10/29/2019","Maintenance/Custodial/","Facilities","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"326","Engineer I","9/2/2025","Maintenance/Custodial/","Facilities","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"327","Special Education Paraprofessional(s) Grades 6-12","9/18/2025","Paraprofessional/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"328","Early Education Teacher, Birth to age 3","3/13/2025","Student Support Services/","TCSD Cubs","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"329","Permanent Support Specialist (Permanent Substitute)","10/21/2024","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"330","Substitute Teachers/Nurses","2/11/2020","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"331","Long Term Sub 5th Grade Dual Immersion Teacher-English Instruction","8/29/2025","Substitute/","Munger Mountain Elementary","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"332","Substitute Para/Secretary","2/11/2020","Substitute/","TCSD Schools","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"333","MORAN Route Driver","11/20/2024","Transportation/","Transportation","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"334","Route Bus Driver","10/29/2019","Transportation/","Transportation","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"335","Substitute Bus Drivers","10/29/2019","Transportation/","Transportation","https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1","Teton County School District 1",2025-09-19
"336","Mechanic - Light Duty","9/2/2025","Support Staff/","Transportation","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-19
"337","Temporary Part-time Piano Accompanist","8/23/2023","Support Staff/","Evanston High School","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-19
"338","Full-time and Part-time Classroom Aides and SPED Paraprofessionals","7/16/2025","Support Staff/","District Wide","https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1","Uinta County School District 1",2025-09-19
"339","Lifeguard","9/16/2025","Aquatic Center Staff/","Worland Aquatic Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"340","Lifeguard - HS Student","1/8/2024","Aquatic Center Staff/","Worland Aquatic Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"341","HS Assistant Indoor Track Coach","4/29/2025","Athletics/Activities","Worland High School","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"342","HS Assistant Cheer Coach","4/29/2025","Athletics/Activities","Worland High School","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"343","SLP-Assistant","5/14/2025","Special Education Services","Education Resource Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"344","Speech Language Pathologist","12/18/2024","Special Education Services","Education Resource Center","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"345","Substitute Bus Driver","7/1/2021","Substitute/","Bus Barn","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"346","Substitute Cook","11/4/2020","Substitute/","District","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"347","Substitute Housekeeper","1/21/2019","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"348","Substitute Paraeducator","3/2/2016","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"349","Substitute Teacher","3/2/2016","Substitute/",NA,"https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"350","Route Bus Driver","6/26/2023","Transportation/","Bus Barn","https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1","Washakie County School District 1",2025-09-19
"351","2025-2026 HS Track Assistant Coach","08/27/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"352","2025-2026 HS Wrestling Assistant Coach","08/05/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"353","2025-2026 MS Wrestling Assistant Coach","08/05/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"354","2025-2026 Drama Club Sponsor","05/23/2025","Coaching","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"355","Licensed Mental Health Counselor","04/17/2025","Certified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"356","Substitute Custodian/Food Service","02/01/2025","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"357","Substitute Bus Driver","04/01/2024","Classified","Central Office","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"358","Substitute - Classified -  Para/Secretary","04/01/2024","Classified","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"359","Substitute Teaching","04/01/2024","Substitute","Dubois K-12 School","https://fremont2.tedk12.com/hire/index.aspx","Fremont County School District 2",2025-09-19
"360","Transportation Aide - Southeast Schools Route","09/18/2025","Transportation","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"361","Special Education Paraprofessional - Trail Elementary","09/18/2025","Support","Trail Elementary School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"362","Special Education Paraprofessional - Torrington Middle School (2 Positions)","09/18/2025","Support","Torrington Middle School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"363","Custodian (fulltime) - Southeast Schools","09/18/2025","Maintenance","Southeast Schools","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"364","Custodian (fulltime) - Torrington High School","09/18/2025","Maintenance","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"365","Teacher - Secondary Math - Torrington High School","09/18/2025","Secondary Certified","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"366","Teacher - Band (Torrington High School & Torrington Middle School) - Reposted","09/18/2025","Secondary Certified","Torrington Middle and High Schools","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"367","Special Education Paraprofessional - Lincoln Elementary","09/04/2025","Support","Lincoln Elementary School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"368","Special Education Paraprofessional - Torrington High School (REPOSTED)","08/19/2025","Support","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"369","Special Education Paraprofessional - Job Coach (Compass Academy - 18-21 Transition Program) - REPOSTED","07/16/2025","Support","Office of Special Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"370","Social Worker/Counselor - District (REPOSTED) - 2 Positions","07/10/2025","Specialist - Certified","District Wide","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"371","Bus Driver/ Sub Bus Driver","01/01/2025","Bus Driver","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"372","Future Administrative Positions","01/01/2025","Administrative - building","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"373","Future Substitute Teacher Positions","01/01/2025","Substitute","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"374","Future Classified Positions","01/01/2025","Support","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"375","Future Certified Positions","01/01/2025","K-12","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"376","Speech Language Pathologist - District","07/11/2023","Specialist - Certified","Office of Special Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2025-09-19
"377","Part-Time Custodian",NA,"Part-Time Custodian","Crook County School District 1","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"378","Substitute Custodian",NA,"Substitute Custodian","Sundance Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"379","Substitute Custodian",NA,"Substitute Custodian","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"380","Substitute Custodian",NA,"Substitute Custodian","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"381","Substitute Teacher",NA,"Substitute Teacher","Sundance Elementary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"382","Substitute Teacher",NA,"Substitute Teacher","Moorcroft Elementary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"383","Substitute Teacher",NA,"Substitute Teacher","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"384","Substitute & Activity Bus Drivers",NA,"Substitute & Activity Bus Drivers","Sundance Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"385","Substitute & Activity Bus Drivers",NA,"Substitute & Activity Bus Drivers","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"386","Substitute & Activity Bus Drivers",NA,"Substitute & Activity Bus Drivers","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"387","Cook",NA,"Cook","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"388","Route Bus Driver",NA,"Route Bus Driver","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"389","Junior High Boys Basketball Coach",NA,"Junior High Boys Basketball Coach","Moorcroft Secondary","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"390","Junior High Track Coach",NA,"Junior High Track Coach","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"391","Girls Junior High Wrestling Coach",NA,"Girls Junior High Wrestling Coach","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"392","Boys Junior High Wrestling Coach",NA,"Boys Junior High Wrestling Coach","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"393","K-12 Music Teacher",NA,"K-12 Music Teacher","Hulett K-12","https://crook1.schoolspring.com/","Crook County School District 1",2025-09-19
"394","Paraeducator In-School Suspension [PA09]","Sep 16, 2025 6:00 AM (UTC)","Paraeducator In-School Suspension [PA09]","SOUTH HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"395","Paraeducator Resource Room [XP08]","Sep 16, 2025 6:00 AM (UTC)","Paraeducator Resource Room [XP08]","ALTA VISTA ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"396","Nutrition Services Warehouse Technician [TE03]","Sep 16, 2025 6:00 AM (UTC)","Nutrition Services Warehouse Technician [TE03]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"397","Mechanic - Transportation [TS21]","Sep 16, 2025 6:00 AM (UTC)","Mechanic - Transportation [TS21]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"398","Paraeducator General 2025/2026 Contract Year Only [PA14]","Sep 16, 2025 6:00 AM (UTC)","Paraeducator General 2025/2026 Contract Year Only [PA14]","SUNRISE ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"399","General Music Teacher - Elementary and Secondary [TB03]","Sep 12, 2025 6:00 AM (UTC)","General Music Teacher - Elementary and Secondary [TB03]","ARP ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"400","Occupational Therapist [XT06]","Sep 12, 2025 6:00 AM (UTC)","Occupational Therapist [XT06]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"401","Nutrition Services Aid [NU02]","Sep 11, 2025 6:00 AM (UTC)","Nutrition Services Aid [NU02]","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"402","Assistant - Speech Language Pathology [XI02]","Sep 11, 2025 6:00 AM (UTC)","Assistant - Speech Language Pathology [XI02]","HOBBS ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"403","Nutrition Services Aid [NU02]","Sep 11, 2025 6:00 AM (UTC)","Nutrition Services Aid [NU02]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"404","Paraeducator General - 2025/2026 Contract year only [PA07]","Sep 10, 2025 6:00 AM (UTC)","Paraeducator General - 2025/2026 Contract year only [PA07]","ROSSMAN ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"405","Assistant Boys Basketball Coach","Sep 10, 2025 6:00 AM (UTC)","Assistant Boys Basketball Coach","CAREY JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"406","Assistant Girls Basketball Coach","Sep 10, 2025 6:00 AM (UTC)","Assistant Girls Basketball Coach","CAREY JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"407","Paraeducator Affective Needs [XP09]","Sep 10, 2025 6:00 AM (UTC)","Paraeducator Affective Needs [XP09]","GOINS ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"408","Paraeducator eHelper [XP08]","Sep 08, 2025 6:00 AM (UTC)","Paraeducator eHelper [XP08]","BAIN ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"409","Paraeducator Resource Room [XP08]","Sep 08, 2025 6:00 AM (UTC)","Paraeducator Resource Room [XP08]","SUNRISE ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"410","Custodial - Head Class 4 [CU07]","Sep 08, 2025 6:00 AM (UTC)","Custodial - Head Class 4 [CU07]","JESSUP ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"411","Paraeducator Special Needs Center Based [XP09]","Sep 08, 2025 6:00 AM (UTC)","Paraeducator Special Needs Center Based [XP09]","DAVIS ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"412","Student Sweeper - Custodial [ST05]","Sep 02, 2025 6:00 AM (UTC)","Student Sweeper - Custodial [ST05]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"413","ESP/Resource Room Paraeducator [XP08]","Sep 02, 2025 6:00 AM (UTC)","ESP/Resource Room Paraeducator [XP08]","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"414","Transportation Assistant [TR01]","Sep 02, 2025 6:00 AM (UTC)","Transportation Assistant [TR01]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"415","Bus Driver [TR04]","Sep 02, 2025 6:00 AM (UTC)","Bus Driver [TR04]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"416","Sub-Custodian [S010]","Sep 02, 2025 6:00 AM (UTC)","Sub-Custodian [S010]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"417","Special Education Teacher - 2025/2026 Contract Year Only [XT20]","Sep 02, 2025 6:00 AM (UTC)","Special Education Teacher - 2025/2026 Contract Year Only [XT20]","SOUTH HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"418","Paraprofessional","Sep 02, 2025 6:00 AM (UTC)","Paraprofessional","PODER ACADEMY SECONDARY (PASS)","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"419","Paraeducator General - 2025/2026 Contract Year Only [PA07]",NA,"Paraeducator General - 2025/2026 Contract Year Only [PA07]","DEMING ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"420","Nutrition Services Aid [NU02]",NA,"Nutrition Services Aid [NU02]","JOHNSON JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"421","Nutrition Services Aid [NU02]",NA,"Nutrition Services Aid [NU02]","EAST HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"422","Student Support Specialist 2025/2026 Contract Year Only [TO24]",NA,"Student Support Specialist 2025/2026 Contract Year Only [TO24]","CAREY JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"423","Paraeducator SNA Affective Needs [XP09]",NA,"Paraeducator SNA Affective Needs [XP09]","ADT (Adolescent Day Treatment)","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"424","Paraeducator Special Education - 2 Positions [XP08]",NA,"Paraeducator Special Education - 2 Positions [XP08]","PRAIRIE WIND ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"425","Title 1 Paraeducator General [PA07] - 2025/2026 Contract Year Only",NA,"Title 1 Paraeducator General [PA07] - 2025/2026 Contract Year Only","LEBHART ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"426","Paraeducator Special Needs [XP08]",NA,"Paraeducator Special Needs [XP08]","PRAIRIE WIND ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"427","Speech Language Pathologist [XT14]",NA,"Speech Language Pathologist [XT14]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"428","Applicant Pool - Substitute Teacher [S035]",NA,"Applicant Pool - Substitute Teacher [S035]","SUBSTITUTE TEACHERS","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"429","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","HENDERSON ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"430","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","GILCHRIST ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"431","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","COLE ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"432","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","BAIN ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"433","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","BAGGS ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"434","Elementary Head Football Coach",NA,"Elementary Head Football Coach","MEADOWLARK ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"435","Substitute Nutrition [S020]",NA,"Substitute Nutrition [S020]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"436","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","MEADOWLARK ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"437","Elementary Assistant Football Coach",NA,"Elementary Assistant Football Coach","FAIRVIEW ELEMENTARY SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"438","Custodial - General Class 2 [CU04]",NA,"Custodial - General Class 2 [CU04]","CENTRAL HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"439","Paraeducator Sign Support [XP05]",NA,"Paraeducator Sign Support [XP05]","BUILDING TO BE DETERMINED","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"440","Educational Sign Language Interpreter",NA,"Educational Sign Language Interpreter","BUILDING TO BE DETERMINED","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"441","Paraeducator Resource Room [XP08]",NA,"Paraeducator Resource Room [XP08]","CAREY JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"442","Paraeducator Special Needs Life Skills [XP09]",NA,"Paraeducator Special Needs Life Skills [XP09]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"443","Afternoon Strength & Conditioning Coach",NA,"Afternoon Strength & Conditioning Coach","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"444","School Psychologist [XA01]",NA,"School Psychologist [XA01]","BUILDING TO BE DETERMINED","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"445","Paraeducator Special Needs PALS [XP09]",NA,"Paraeducator Special Needs PALS [XP09]","CENTRAL HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"446","Paraeducator Special Needs PALS [XP09]",NA,"Paraeducator Special Needs PALS [XP09]","EAST HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"447","Assistant Girls Wrestling Coach [C168]",NA,"Assistant Girls Wrestling Coach [C168]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"448","Assistant Boys Basketball Coach [C158]",NA,"Assistant Boys Basketball Coach [C158]","MCCORMICK JUNIOR HIGH SCHOOL","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"449","Network Engineer II [TS41]",NA,"Network Engineer II [TS41]","Laramie County School District 1","https://laramie1.schoolspring.com/","Laramie County School District 1",2025-09-19
"450","Poison Spider Basketball Coach",NA,"Poison Spider Basketball Coach","Poison Spider K-8","https://natronaschools.schoolspring.com/","Natrona School District 1",2025-09-19
"451","Journey Education Support Personnel/Cafeteria Technician",NA,"Journey Education Support Personnel/Cafeteria Technician","Journey Elementary","https://natronaschools.schoolspring.com/","Natrona School District 1",2025-09-19
"452","Journey Education Support Personnel",NA,"Journey Education Support Personnel","Journey Elementary","https://natronaschools.schoolspring.com/","Natrona School District 1",2025-09-19
"453","Paradise Valley Education Support Specialist (1 on 1)","Sep 16, 2025 6:00 AM (UTC)","Paradise Valley Education Support Specialist (1 on 1)","Paradise Valley Elementary","https://natronaschools.schoolspring.com/","Natrona School District 1",2025-09-19
"454","NCHS Assistant Girls Soccer Coach","Sep 16, 2025 6:00 AM (UTC)","NCHS Assistant Girls Soccer Coach","Natrona County High School","https://natronaschools.schoolspring.com/","Natrona School District 1",2025-09-19
